# init omega gamma A f
1.535236701e+00 2.071993217e+00 6.968596181e-02 3.808263195e+01 3.669298723e+00
-1.113376095e+00 1.361356935e+00 2.470748584e-01 6.237332236e+00 4.620928335e+00
1.255428799e+00 9.680913356e-01 3.516479922e-01 1.673463642e+01 3.592183605e+00
6.472174841e-01 2.297126241e+00 4.224515665e-01 1.457795817e+01 4.120043515e+00
-3.200743857e-01 2.303484781e+00 2.815812133e-01 9.091254962e+00 5.648181313e+00
-1.148776988e-01 2.269523160e+00 2.083152286e-01 1.672682035e+01 3.703590219e+00
2.089161770e-01 1.844773522e+00 2.489960134e-01 3.727703248e+01 3.430305066e+00
9.852749469e-01 3.077715040e+00 6.508864155e-01 4.946256765e+00 3.657213059e+00
-2.878637613e-01 1.859948190e+00 5.011312202e-01 3.170630320e+01 5.707639530e+00
-1.337340946e+00 2.387419438e+00 4.849550872e-01 2.381736194e+01 5.992356578e+00
1.231426999e+00 2.670940187e+00 7.342361939e-01 3.509485330e+01 4.938702945e+00
-1.423950609e+00 3.082229549e+00 1.220058232e-01 1.503785561e+01 5.421172863e+00
8.572848920e-01 2.361900849e+00 2.058718223e-01 3.533105049e+01 5.062901238e+00
1.093938543e+00 2.089999661e+00 6.785793864e-01 3.335909828e+01 5.555666800e+00
7.903931000e-01 2.540539957e+00 3.804834060e-01 2.992832957e+01 3.152528962e+00
-6.811056189e-01 9.382842145e-01 5.425097713e-01 3.151127935e+01 5.693261905e+00
-1.549722672e+00 8.445203143e-01 7.817711567e-01 2.634190446e+01 5.729220016e+00
8.684778121e-02 2.210279252e+00 3.296027311e-01 3.777195895e+01 5.222193293e+00
-2.902522577e-01 2.533254035e+00 8.617223533e-02 2.559129284e+01 4.015747778e+00
-4.043502333e-01 2.709069081e+00 1.239527242e-01 1.451652047e+01 5.179349720e+00
-1.456136641e+00 2.759853257e+00 7.294719494e-01 1.180319595e+01 3.963596801e+00
-3.795314553e-02 1.766843249e+00 6.132445714e-02 2.925256807e+00 5.961198716e+00
1.410406583e+00 1.319320130e+00 5.641281985e-01 3.667994398e+00 4.283060196e+00
3.839301972e-01 3.073828972e+00 3.507761261e-02 1.707902306e+01 5.939038855e+00
-2.804311953e-01 1.141087296e+00 4.524978649e-01 3.753970707e+01 4.123811925e+00
-1.083327481e+00 3.083715677e+00 4.650736873e-01 2.653741463e+01 6.200557074e+00
6.042809623e-01 2.051427780e+00 6.527899209e-01 3.290651822e+01 3.882122816e+00
2.422297757e-01 1.474830125e+00 1.622918313e-01 2.288047078e+01 6.009694218e+00
1.312961561e+00 2.759717171e+00 7.421059222e-03 3.730056971e+01 5.765752273e+00
-5.157364740e-01 2.093509860e+00 4.962394921e-01 2.880280888e+01 4.092388341e+00
-2.771792326e-01 2.749900606e+00 2.329445296e-01 2.788550995e+01 4.198289676e+00
-1.021325289e+00 1.700739380e+00 6.702677022e-02 2.478836927e+01 5.309388075e+00
2.014123091e-01 2.639273184e+00 2.035629659e-01 2.965195403e+01 4.580350589e+00
1.564577050e+00 1.910427180e+00 5.724711000e-01 2.529928134e+01 4.890463971e+00
-9.389973113e-01 3.080133866e+00 1.916196141e-01 6.608677535e+00 3.906232382e+00
-1.149829969e+00 2.225252321e+00 2.366013499e-01 1.817387083e+01 4.895623780e+00
-1.128834053e+00 2.473093511e+00 6.426869967e-01 3.041846477e+01 5.057189194e+00
-5.475619123e-01 2.867783080e+00 5.537379724e-01 2.303106178e+01 3.329374716e+00
1.277013032e+00 1.565025944e+00 2.063888225e-01 1.579276756e+01 3.314475311e+00
-5.306511653e-01 2.288036074e+00 4.763481478e-01 3.107656635e+01 4.822194311e+00
-1.267666150e-01 1.054295045e+00 1.449148656e-01 2.321899657e+01 3.465956082e+00
1.395801356e+00 2.214766347e+00 3.255580342e-01 2.820160450e+01 4.919159630e+00
-3.715301503e-01 1.957425450e+00 1.518390931e-01 3.792695357e+01 6.118848427e+00
-2.474224349e-01 2.325953716e+00 5.230624285e-01 2.122267864e+01 4.656974711e+00
1.397402623e+00 2.511112837e+00 8.602262283e-02 1.780206764e+01 3.292685753e+00
-6.922968352e-01 3.020595676e+00 6.347993248e-01 2.981230886e+01 4.366405203e+00
-9.793682978e-01 2.167019951e+00 8.844125171e-02 8.545611302e+00 3.506963352e+00
7.183483166e-01 2.465525718e+00 5.633078395e-01 1.750813341e+01 4.901630363e+00
-2.731352313e-01 9.446238677e-01 2.033845891e-01 4.411904764e+00 5.544479289e+00
2.457642256e-01 1.969996865e+00 6.322251233e-01 1.442276471e+01 6.057714801e+00
1.438439420e+00 1.790036853e+00 7.051802937e-01 2.562740106e+01 5.420962007e+00
8.190268062e-01 2.174071821e+00 3.874664850e-02 1.948950669e+01 4.736801994e+00
-1.428900454e-01 1.776157809e+00 7.955866684e-01 1.428068927e+00 6.070163616e+00
-1.123025257e+00 1.774697251e+00 1.648571818e-01 3.457785367e+01 3.655613235e+00
1.081798748e+00 1.540878152e+00 7.320720853e-01 1.599609960e+01 4.663526930e+00
2.914677995e-01 9.425297985e-01 2.282854392e-01 1.305978319e+00 3.537358428e+00
-1.297513888e+00 1.306345834e+00 5.098003622e-01 1.282817130e+01 3.377261175e+00
1.474174324e+00 2.736638151e+00 6.821106501e-01 4.138460646e+00 6.130042368e+00
-3.541676992e-01 2.573905750e+00 2.475176995e-03 1.317377256e+01 3.498419894e+00
-1.457730877e+00 2.640936329e+00 3.189368199e-01 2.675194474e+01 5.670756791e+00
1.396033806e+00 2.575387283e+00 3.906410859e-01 3.237116715e+01 3.474818514e+00
3.571831879e-01 1.917180001e+00 1.668697924e-01 1.920613918e+01 3.625210743e+00
-1.437919961e-01 1.650865054e+00 9.885060038e-02 2.171548199e+01 4.685177112e+00
-1.316222601e-01 2.639222825e+00 2.922443481e-01 2.639728496e+01 4.778675792e+00
1.425922676e+00 2.549129908e+00 4.756216864e-01 1.529606155e+01 3.384335597e+00
-6.276668751e-01 1.243641342e+00 1.089130532e-01 2.261056766e+00 5.648226313e+00
-4.523810116e-01 1.065770702e+00 5.842846115e-01 1.274849906e+01 4.212714798e+00
-1.096141701e+00 3.070004838e+00 4.200913132e-03 1.306368536e+01 5.190794343e+00
-8.364098163e-01 2.103926531e+00 2.460706635e-01 4.463626809e+00 6.042116406e+00
-1.423868284e+00 2.018586754e+00 7.540804612e-01 1.788338097e+01 4.812822528e+00
-4.756202562e-01 1.882794029e+00 7.709063089e-01 2.289770537e+01 5.740064401e+00
8.970381386e-01 1.402296385e+00 7.825819253e-01 3.141284878e+01 5.881057257e+00
-1.168068322e-01 2.165402797e+00 2.316664992e-01 1.560962203e+00 4.454287634e+00
2.186617519e-02 3.132777222e+00 4.805779860e-01 1.937283025e+01 3.933247761e+00
5.366498074e-01 2.548088237e+00 6.282557681e-01 2.618056251e+01 4.876624355e+00
-1.780392436e-01 2.000465569e+00 5.623581943e-01 8.796527281e+00 5.381434345e+00
-9.316966293e-01 1.670699372e+00 8.082646009e-02 3.503227785e+01 6.121602605e+00
1.227378650e+00 1.575106663e+00 3.321801287e-01 6.773696256e+00 3.442493946e+00
4.265349762e-01 1.872025116e+00 1.378189301e-01 6.885435551e+00 3.339453444e+00
